q_index10,language,embedding,n,EM_mean,F1_mean,ROUGE_L_mean,LEV_SIM_mean,ACC_rouge70,ACC_lev80,gold_score_mean,fact_cons_mean,halluc_rate_mean,groundedness_mean,retrieval_support_mean,lat_total_s_mean,lat_gen_s_mean,lat_ret_s_mean,tok_total_mean,tok_prompt_mean,tok_comp_mean,tps_mean,EM_ci_lo,EM_ci_hi,F1_ci_lo,F1_ci_hi,ROUGE_L_ci_lo,ROUGE_L_ci_hi
7,es,all-minilm,3,0.0,0.4987373737373737,0.4987373737373737,0.30902002480949853,0.0,0.0,7.8999999999999995,7.896666666666667,0.21033333333333334,0.7896666666666666,0.7520000000000001,19.045236666666668,16.97543,2.069793333333333,470.0,383.3333333333333,86.66666666666667,13.011291850852679,0.0,0.0,0.37499999999999994,0.6666666666666665,0.37499999999999994,0.6666666666666665
7,es,mxbai-embed-large,3,0.0,0.40984848484848485,0.40984848484848485,0.24031457955232913,0.0,0.0,8.5,9.263333333333334,0.07366666666666667,0.9263333333333333,0.872,22.83772,20.748513333333335,2.0891933333333337,483.3333333333333,382.6666666666667,100.66666666666667,12.76002154837601,0.0,0.0,0.37499999999999994,0.45454545454545453,0.37499999999999994,0.45454545454545453
7,es,nomic-embed-text,3,0.0,0.42041467304625196,0.42041467304625196,0.22897156684815487,0.0,0.0,7.5,9.103333333333333,0.08966666666666667,0.9103333333333333,0.84,24.51891,22.407503333333334,2.1114,501.3333333333333,382.6666666666667,118.66666666666667,12.291400803946631,0.0,0.0,0.3157894736842105,0.5454545454545454,0.3157894736842105,0.5454545454545454
8,ca,all-minilm,3,0.0,0.3950617283950617,0.35061728395061725,0.3669767052119994,0.0,0.0,4.5,7.419999999999999,0.258,0.742,0.624,34.41209333333333,32.354020000000006,2.05806,621.6666666666666,399.6666666666667,222.0,12.31413129708436,0.0,0.0,0.07407407407407407,0.6666666666666666,0.07407407407407407,0.5333333333333333
8,ca,mxbai-embed-large,3,0.0,0.05841269841269841,0.05841269841269841,0.24106089305676315,0.0,0.0,1.8333333333333333,8.276666666666666,0.17233333333333334,0.8276666666666667,0.79,26.32211,24.22538,2.0967200000000004,517.3333333333334,386.0,131.33333333333334,12.833761660623674,0.0,0.0,0.0,0.09523809523809522,0.0,0.09523809523809522
8,ca,nomic-embed-text,3,0.0,0.4340016708437761,0.4340016708437761,0.3964576074332172,0.0,0.0,8.166666666666666,8.780000000000001,0.122,0.878,0.777,20.180356666666665,18.104773333333334,2.0755766666666666,473.6666666666667,394.0,79.66666666666667,12.572699829223827,0.0,0.0,0.3809523809523809,0.5,0.3809523809523809,0.5
8,en,all-minilm,3,0.0,0.3824175824175824,0.23907203907203908,0.2591089466089466,0.0,0.0,9.5,8.38,0.162,0.8380000000000001,0.67,19.614496666666668,17.551933333333334,2.062546666666667,402.3333333333333,309.0,93.33333333333333,12.800533550640798,0.0,0.0,0.2857142857142857,0.4615384615384615,0.14285714285714285,0.3076923076923077
8,en,mxbai-embed-large,3,0.0,0.42686202686202684,0.2549450549450549,0.26166658533808296,0.0,0.0,9.5,8.676666666666668,0.13233333333333333,0.8676666666666667,0.774,17.607286666666667,15.51778,2.089496666666667,371.0,317.6666666666667,53.333333333333336,13.17151261062429,0.0,0.0,0.2857142857142857,0.5333333333333333,0.19047619047619047,0.3076923076923077
8,en,nomic-embed-text,3,0.0,0.414957264957265,0.24700854700854702,0.2655163132021477,0.0,0.0,9.166666666666666,8.799999999999999,0.12,0.8799999999999999,0.778,19.141050000000003,17.079206666666668,2.06183,377.6666666666667,308.6666666666667,69.0,12.627166626611427,0.0,0.0,0.25,0.5333333333333333,0.16666666666666666,0.3076923076923077
8,es,all-minilm,3,0.0,0.1651834901262819,0.13619798287990506,0.23504428341384864,0.0,0.0,0.8333333333333334,7.516666666666667,0.24833333333333332,0.7516666666666666,0.613,19.98729666666667,17.92771,2.0595733333333333,483.0,384.6666666666667,98.33333333333333,12.129913379353068,0.0,0.0,0.1111111111111111,0.21052631578947367,0.08695652173913045,0.21052631578947367
8,es,mxbai-embed-large,3,0.0,0.4510597761371755,0.286258633007859,0.24357136973890126,0.0,0.0,3.1666666666666665,8.816666666666665,0.11833333333333333,0.8816666666666667,0.795,21.219876666666668,19.127616666666665,2.09225,472.0,382.3333333333333,89.66666666666667,13.207426264371117,0.0,0.0,0.42105263157894735,0.4705882352941177,0.23529411764705885,0.3157894736842105
8,es,nomic-embed-text,3,0.0,0.4074693422519509,0.3561872909698997,0.2621936600264773,0.0,0.0,2.3333333333333335,8.786666666666667,0.12133333333333333,0.8786666666666667,0.809,21.85494,19.788923333333333,2.066006666666667,478.6666666666667,388.6666666666667,90.0,13.222922524900417,0.0,0.0,0.2608695652173913,0.5,0.2608695652173913,0.5
9,ca,all-minilm,3,0.0,0.1827077497665733,0.1827077497665733,0.2814039374280338,0.0,0.0,2.5,7.983333333333333,0.20166666666666666,0.7983333333333333,0.767,32.34324,30.29130333333333,2.0519233333333333,597.6666666666666,392.0,205.66666666666666,12.631027838491121,0.0,0.0,0.1176470588235294,0.24,0.1176470588235294,0.24
